TransactionID,CustomerID,AccountID,TransactionTypeID,BranchID,DateID,Amount,BalanceAfterTransaction
144,12261,11048,2,8,819,1724.84,9155.12
145,3599,8014,3,12,141,1417.91,14528.62
146,6080,12821,1,11,84,3848.69,4469.53
147,9773,12446,3,43,420,2782.42,3702.05
148,10750,582,1,76,121,3178.29,7693.75
149,2254,444,4,4,875,3990.15,12401.75
150,11076,7625,2,77,299,2298.58,5322.67
152,14418,14208,2,24,992,1141.84,11306.54
153,8746,70,4,27,261,1920.39,2961.13
154,8823,2727,2,93,98,1492.49,18452.69
155,2749,13926,4,4,302,2909.96,4787.03
156,3663,13955,4,65,969,108.6,8114.23
157,6809,14461,2,9,318,385.6,15042.5
158,11441,7697,1,19,1093,3655.15,6884.65
159,13884,7531,1,41,1086,3771.66,1754.19
160,4483,9380,1,88,827,3170.47,13015.12
161,6800,9838,1,15,211,4865.01,1322.75
162,6863,14851,2,6,265,433.87,8857.14
163,2785,2011,3,91,863,929.12,8094.03
164,4672,3579,2,9,112,2085.37,14557.62
165,9657,4731,2,49,1062,1340.02,15686.78
166,10668,2185,2,15,359,184.75,6291.72
167,9859,280,1,93,806,4108.48,1243.3
168,14180,7300,2,13,228,4420.05,5289.85
170,8094,14629,4,81,642,3496.01,4870.14
171,1186,7861,4,39,814,2634.44,12236.18
172,7254,7773,3,58,53,3946.8,15391.41
174,4516,14860,3,71,630,2880.3,12387.66
175,13812,5596,1,76,727,621.59,16575.44
176,13748,11970,1,47,990,2177.25,11936.37
177,6464,14319,4,51,1065,153.34,15456.54
178,2349,12262,4,32,885,2574.46,7080.14
179,703,5001,4,51,367,1012.68,7325.72
180,3163,2120,2,73,1007,2987.93,5162.56
181,2703,7278,2,69,738,3698.6,11694.61
182,5424,9319,4,6,586,3935.57,10564.34
183,12026,3535,3,9,32,4767.05,14202.83
185,14892,2472,4,10,754,3428.23,4437.01
186,1198,370,1,7,376,4520.47,15972.71
187,11042,14897,3,6,815,4543.71,19777.97
188,13707,13753,2,59,883,651.0,3596.7
189,8819,4,4,93,601,574.39,12113.13
190,14321,1858,2,9,1082,3224.39,6379.49
191,11746,8134,4,14,565,2780.19,9684.69
192,9150,7462,4,62,133,1058.15,7458.7
193,1667,7818,3,56,461,2367.17,15356.62
194,2029,3119,3,43,459,3749.68,6581.76
195,6345,9103,2,97,585,4334.75,11011.84
196,13267,8327,1,68,971,420.92,1412.51
197,3695,9648,1,45,743,609.55,13317.86
199,9122,6451,3,55,767,3139.06,10519.24
200,14073,12016,3,46,500,2003.3,1197.05
201,8042,9149,4,66,431,3685.39,3443.42
202,9893,14592,4,31,1021,4928.92,876.8
203,39,12753,3,71,66,3862.28,7855.22
204,14004,12832,1,66,1030,1049.39,13820.87
205,4269,12274,2,63,992,2271.37,16481.91
206,6910,7341,1,4,914,479.12,4837.7
207,547,83,2,75,1093,3491.6,9846.51
208,9532,12742,2,75,766,2335.07,12413.79
209,5140,1796,2,42,926,4496.29,10154.14
210,7944,9764,2,63,96,1151.64,15440.26
212,733,8358,4,10,630,1997.87,8562.26
213,8208,3581,2,86,911,517.77,14825.3
214,6772,13091,4,20,757,3344.4,11610.57
215,12575,12920,4,58,1081,4139.2,1298.59
216,876,7219,1,15,868,67.62,12647.7
217,4161,7709,3,94,817,1069.91,17131.09
218,3017,7442,2,95,664,2319.06,18143.58
219,10420,5099,1,78,1028,3534.49,3244.02
220,12999,14197,4,54,951,307.23,17522.21
221,1376,7984,1,95,593,2693.92,19285.61
222,10552,6985,2,99,771,107.95,2502.36
223,11440,3756,2,64,57,1513.4,14163.77
225,5735,3036,3,35,663,3861.08,4258.21
226,641,5445,1,3,44,4412.91,7738.29
227,8011,5387,3,90,1002,4966.52,8204.91
229,14966,6747,3,66,123,1769.06,630.51
230,6269,4479,4,96,981,94.5,1504.18
231,3804,9667,4,2,761,1067.38,17934.61
232,6804,7449,1,59,413,4140.97,17140.5
233,7902,12754,4,96,881,4982.61,3048.31
234,13688,684,3,46,1038,4072.43,4647.54
235,7752,3646,2,91,725,777.63,1089.95
236,5426,5406,4,9,667,3079.4,16420.76
237,5071,5270,3,41,827,1736.1,4895.12
238,9428,12946,2,67,1028,108.84,12077.83
239,6196,14868,3,38,904,2490.0,3650.03
240,1554,629,2,16,884,1933.27,7497.07
241,1502,7294,3,39,986,4633.11,12439.99
242,6550,501,2,76,880,1161.31,13707.39
243,12724,8271,2,15,1079,3423.49,1390.2
244,5153,807,4,62,462,1822.48,19297.26
245,14387,352,3,70,1034,2159.33,14191.4
246,9843,1085,1,62,776,2301.01,17435.29
247,8483,643,1,8,795,1019.65,13682.88
248,9309,4061,3,34,265,4403.71,6084.49
249,2481,11482,4,12,706,2063.92,11659.34
250,7649,9981,4,76,371,417.67,1761.35
251,10752,8049,3,21,965,736.14,8102.49
252,1680,11512,4,85,998,4614.61,9632.16
253,10543,9955,4,92,841,2033.92,5252.92
254,13890,12556,3,19,287,1430.84,17069.9
255,3068,12356,3,16,481,443.62,2041.6
256,413,10647,3,49,1044,2561.4,9831.17
257,14232,2015,3,54,825,3894.44,12772.39
258,3693,1853,3,55,702,2563.23,5744.99
259,14674,206,2,78,767,2537.47,14614.41
260,11010,9106,4,65,597,1338.59,14586.28
261,3346,11372,1,33,630,1666.07,3220.59
262,1441,6736,2,40,913,2436.66,10268.68
263,10970,14356,1,70,1001,4299.61,5560.84
264,11216,9747,3,18,670,3304.76,12253.42
265,6402,1913,1,45,1076,377.55,13372.18
266,1213,14582,3,39,934,1652.17,9538.1
267,3601,1525,2,7,420,3450.28,9866.73
268,1676,11374,3,59,658,4769.84,6473.35
269,1377,4128,1,38,1012,2052.59,7249.91
271,11577,14779,2,16,112,4705.68,2497.08
272,3045,11905,2,89,1005,2991.06,18250.54
274,9814,1838,2,64,408,2210.84,1688.06
275,614,2416,3,52,394,4310.34,11946.24
276,3875,14367,4,14,652,3073.85,16417.6
277,13225,11510,1,40,38,1169.22,4817.66
278,10259,2607,3,38,605,3718.25,14360.07
279,4711,12821,1,11,852,3860.48,12170.17
280,6931,9435,4,4,659,1966.24,4187.08
281,2365,6421,2,41,292,4285.96,6518.22
282,6410,6433,3,41,723,4533.78,6940.84
283,14208,1853,1,30,50,4528.69,15760.8
284,14191,1718,4,79,897,1881.27,15793.61
285,13934,1842,3,95,1029,3854.83,13875.31
286,1044,2618,3,76,923,4657.03,11027.22
287,2309,13523,2,98,1090,4307.47,9218.8
288,14146,8635,1,49,672,2989.35,716.98
289,13966,11418,2,13,81,2800.11,4950.04
290,9374,2420,2,13,347,832.96,16723.11
291,7629,11994,3,94,779,836.92,773.24
292,2865,3312,2,10,556,1579.71,15868.47
293,1100,4063,4,94,1014,2442.57,2904.92
294,11875,10225,2,36,277,3656.98,17819.73
295,8853,1066,2,25,376,808.61,4310.73
296,6279,12872,2,98,232,3688.24,17734.75
297,4842,3239,1,77,224,2932.36,10285.47
298,14309,3742,3,84,1016,4590.31,511.8
299,11454,3136,2,6,668,2637.56,1725.88
300,2456,8953,1,6,697,101.05,10660.32
301,12946,3320,1,23,418,1416.18,15827.6
302,3075,7588,2,72,397,1955.81,16201.05
303,8428,13457,3,45,309,217.52,5923.75
304,8727,5641,4,23,1079,592.84,4159.77
305,451,14256,2,5,713,3745.45,3506.97
306,7270,8465,1,67,1045,2629.28,6344.63
307,7080,396,2,38,536,1975.44,2248.29
308,10738,391,2,22,215,1291.75,3261.6
309,10855,2913,1,49,968,653.85,15518.08
310,8306,13076,2,87,605,3205.21,8954.83
311,12881,12004,2,60,43,3403.38,11549.95
312,13893,9738,4,61,917,2347.49,10092.88
313,12057,6694,2,20,1052,2819.44,5099.63
314,2920,1703,4,71,228,742.64,16073.2
315,279,4412,4,71,501,1317.02,18070.09
316,7978,12489,4,9,85,3726.82,16074.08
317,9014,1835,1,44,461,1610.8,6941.4
318,13946,3613,4,55,1012,3942.38,3993.56
319,261,11567,1,12,125,1383.47,16749.74
320,2621,349,1,84,389,1118.78,14462.38
321,9542,4386,3,34,879,3635.19,12961.11
322,5009,1119,4,7,950,1824.3,16775.08
323,12772,3325,2,29,412,1769.94,4126.73
324,14213,14291,1,74,416,1219.65,5195.51
325,10430,5839,2,11,1070,2303.38,18848.9
326,213,11344,2,21,994,1513.55,9469.02
327,12575,13867,3,20,729,1281.53,19128.46
330,10854,5396,3,64,1095,2441.75,9973.31
331,2682,13569,4,54,813,4894.48,17658.51
332,1701,12842,2,61,926,2753.38,12197.57
333,963,6020,2,30,319,1076.66,15442.62
334,10249,8624,3,48,1052,2627.15,9679.59
335,12615,13684,4,77,895,4267.35,3815.36
336,14868,2669,4,48,343,4094.38,8902.24
337,5238,10494,2,74,319,2533.48,2012.47
338,9306,4766,2,61,782,3784.69,7685.91
339,1357,79,1,27,1094,2037.1,5895.01
340,3074,1313,2,57,550,860.88,11658.24
341,8089,9943,2,15,1069,582.68,13398.72
342,8724,14537,1,78,312,2762.2,519.69
343,5830,8602,4,71,836,3393.13,19849.05
344,13277,10618,3,92,950,4900.1,13170.46
345,370,4723,4,89,1046,3315.01,3325.54
346,5459,359,3,81,1073,2802.44,15506.84
347,9817,12960,4,95,21,2088.98,17527.83
349,4639,3096,3,11,973,3180.92,4452.96
350,12900,14906,3,87,96,4156.8,1085.34
351,4219,2872,2,77,461,251.02,14704.26
352,13436,5591,2,100,429,503.6,15800.95
353,2384,132,2,94,962,1766.82,15943.35
354,4356,1774,2,20,934,4025.08,2308.9
355,10908,12265,3,53,953,350.65,11370.42
356,3000,6973,2,21,874,1525.5,10446.63
357,3577,13365,1,73,1024,1565.62,8542.76
358,8964,12936,1,91,1082,1831.72,4797.05
359,9680,4029,1,56,810,3511.21,1190.89
360,3259,8879,2,58,290,2660.7,14853.73
361,11890,3593,1,51,750,4725.73,4078.09
362,9849,7214,2,11,393,3510.99,19003.85
363,3986,13086,1,44,315,2415.21,14652.15
364,9117,8041,4,63,1088,1484.52,19853.8
366,7874,14469,2,14,997,430.12,17777.32
367,7169,9218,3,67,853,787.05,14574.87
368,13905,8765,3,33,928,2634.05,9895.26
369,7911,9594,1,66,860,3289.03,17756.62
370,6482,14766,2,69,1002,1536.45,12217.98
371,4180,10954,3,80,302,4376.44,16864.11
372,2527,2785,1,70,1085,845.73,7772.73
373,7616,6322,3,93,271,2545.1,19952.45
374,10839,6406,4,79,380,4971.45,13838.91
375,12783,4301,3,4,135,1915.99,4880.5
378,6181,6680,2,67,423,3176.95,1713.12
379,7201,4106,3,42,492,4837.26,1283.09
380,4740,5948,4,26,919,3539.74,13503.03
381,5260,9052,2,33,890,3457.52,4894.5
382,13793,14387,1,58,196,3265.06,6002.95
383,4795,812,4,19,924,1066.0,1884.05
384,14177,1060,4,76,1004,3034.61,9505.02
385,5545,5025,4,90,588,3844.13,3598.8
386,12688,14056,4,7,750,1546.82,3729.18
387,6575,1089,4,76,1078,240.2,798.88
388,488,13030,3,71,172,1035.06,14197.16
389,6798,9867,4,39,642,4534.12,17262.71
390,5428,2716,3,26,432,1995.95,7910.47
391,12113,5621,1,53,353,3487.66,3885.95
393,2445,2454,1,2,20,446.91,5225.6
394,10552,7918,4,41,1066,4177.71,17570.69
395,7646,3657,1,37,752,714.93,19596.44
396,285,11785,3,58,1094,650.31,15866.81
398,3582,12651,3,93,1033,3571.82,15443.7
399,13321,5055,2,23,112,2055.15,1780.76
400,10368,12028,4,16,1074,2484.61,7906.96
401,12242,10545,1,42,247,2040.35,5121.11
402,3340,4488,1,23,448,1698.07,5868.27
403,11732,3377,4,91,652,1915.12,6778.32
404,4244,3191,3,24,827,4430.65,7217.83
405,4396,1455,1,47,975,1525.98,1108.38
406,14758,7859,4,36,1089,4276.57,6898.02
409,9005,13476,2,96,559,1135.03,16752.79
410,9821,4547,3,56,181,1835.26,2426.86
411,2983,12951,3,91,672,4603.53,18346.62
412,4330,3100,3,12,340,4659.86,6714.91
413,44,10546,4,26,970,4106.9,8014.87
414,8241,1203,3,81,906,1948.03,14140.94
415,5762,3288,2,41,599,730.91,1411.16
416,9901,14937,3,33,175,1405.02,18947.87
417,2987,7100,1,6,64,441.67,7603.55
418,13910,11412,4,27,708,544.74,18294.53
419,14121,3499,4,88,70,2005.16,2563.74
420,7229,11132,4,6,336,4454.7,15440.84
421,14122,322,4,26,723,4945.43,18622.48
422,12094,475,1,78,419,3475.17,7281.71
423,10469,2438,1,90,540,237.55,11801.22
424,3735,9988,3,9,534,912.12,7752.68
425,9115,3017,4,38,681,2968.65,7973.61
426,1548,7039,2,1,1043,1657.8,1948.35
427,8769,12905,2,45,927,948.45,12301.42
428,12529,1313,2,3,186,3954.64,15354.72
430,11632,13970,4,57,613,3223.88,2139.09
431,14288,3845,3,45,25,3214.11,3867.31
432,5092,13215,1,67,628,2215.18,17718.87
433,7152,5295,3,43,569,69.52,16195.59
434,2694,12153,2,100,1085,3701.87,7194.62
436,13038,12275,3,94,12,2725.25,13062.22
437,9009,1598,3,77,1094,3497.88,15406.28
438,4691,5427,1,77,1068,1326.57,9008.42
439,10277,2007,2,96,128,132.16,8794.72
440,13661,970,3,41,854,4288.36,18508.81
441,14813,8533,4,55,958,4804.44,6165.12
442,10902,13665,3,56,917,3100.65,19063.32
443,8709,10715,4,74,729,2227.3,9209.28
445,8379,10635,2,66,1053,4685.35,19353.25
446,3609,14844,4,87,77,4752.67,14356.42
447,11348,13511,4,60,621,3129.62,16256.93
448,11745,3331,4,40,1054,478.26,8944.9
450,10596,3505,1,59,1001,667.3,10407.74
451,14040,9592,3,39,718,1112.94,9357.29
452,1895,6488,3,73,491,1549.28,4294.85
453,12786,4435,3,67,342,3518.5,8559.73
454,1256,208,1,63,111,4468.95,17073.37
455,9644,2657,2,77,993,4783.19,18647.67
456,3077,6313,1,15,65,2314.85,7548.0
458,4017,3664,2,81,370,4597.82,10428.48
460,9107,6064,1,71,427,3607.24,12366.5
461,14477,13268,1,11,932,541.49,19798.52
462,2799,7656,3,48,751,2252.57,12613.51
463,5690,6239,3,51,764,3551.41,8650.42
464,7897,4125,2,37,993,481.62,13983.95
466,8972,2278,3,7,366,4587.73,16671.65
467,10600,12542,4,35,928,1255.98,11463.36
468,624,13503,2,91,1046,3483.96,12035.36
470,4874,327,2,10,856,88.91,12913.77
471,2323,3035,2,87,626,3846.69,5615.11
472,1380,11274,4,63,760,4576.23,2206.43
473,8444,11739,4,3,47,4300.95,5324.64
474,7864,10648,2,23,354,2103.38,1746.04
475,83,183,1,17,503,1918.42,8554.41
476,10706,11065,2,32,948,985.44,11563.08
477,12015,327,2,11,1052,187.75,14755.93
478,7441,8285,2,19,646,3405.18,17097.13
479,13064,11000,3,29,307,1978.06,12241.04
480,10357,474,3,11,378,2467.22,13054.94
481,10814,14565,1,87,635,74.77,4491.86
482,10838,9321,2,63,6,2079.78,17986.34
483,7613,7780,1,10,1048,1115.21,8640.28
484,4022,12332,2,30,229,1985.15,14264.01
485,11676,5109,2,84,860,3136.96,7014.32
486,1136,2233,1,50,1071,4174.8,7548.49
487,7734,3117,4,81,756,3302.03,8436.55
488,6295,13681,3,18,834,1937.2,4146.85
489,13632,2814,1,26,127,2093.89,13612.18
490,3145,9200,4,86,737,3078.27,15859.77
491,7902,9131,2,50,624,1494.68,16725.67
492,98,5670,2,98,1025,490.72,13488.11
493,316,161,3,72,768,160.65,10971.97
494,12935,7908,1,6,6,1765.52,11323.5
495,5060,8528,4,55,1063,3879.86,2613.01
496,9411,7773,3,50,821,4655.53,1077.4
497,2463,4893,1,31,573,4874.17,7770.96
498,4363,26,1,47,137,651.8,3636.8
499,4677,12720,3,19,527,4901.25,11572.84
500,12742,10057,4,52,768,4715.61,7000.12
501,12029,3122,3,22,626,3746.41,17293.97
502,1080,2828,1,76,408,2797.2,19984.8
503,1301,6943,1,80,1019,3796.77,885.58
504,774,7136,2,43,349,4196.85,11089.7
505,779,9457,2,52,967,2227.41,16136.16
506,260,2518,1,66,316,1960.04,14711.69
507,5168,12204,1,71,533,4980.14,3785.39
508,13083,4327,2,35,676,675.04,12765.89
509,6550,5441,1,12,451,1906.65,15354.35
510,645,11467,1,4,603,2110.9,10028.86
511,64,5902,2,43,961,4191.16,14953.88
512,1512,10053,3,100,1073,3968.07,19025.4
513,3587,763,2,53,268,1326.26,15395.03
514,1397,2698,4,82,665,2934.16,11739.91
515,14023,6330,3,42,933,561.15,8683.66
516,11535,673,2,85,492,1917.16,1403.11
517,10587,14541,2,70,935,238.18,1685.58
518,14212,807,1,62,316,1479.22,10056.85
519,6980,4273,3,27,1057,4285.45,11512.09
520,3665,12609,3,87,497,4352.88,1262.38
521,6070,5656,3,6,839,438.3,14138.31
522,11076,10499,4,100,265,4431.96,13805.0
523,6515,7282,1,65,1002,445.33,12137.08
524,1853,2640,4,31,227,499.85,16716.87
525,7372,3263,4,85,751,4381.1,16935.5
526,12625,942,3,27,516,4294.28,1712.74
527,5003,5536,4,45,155,980.77,11805.3
528,4845,2283,3,76,964,2254.14,13772.39
529,7432,11860,4,77,48,2277.74,8377.13
530,11930,9251,4,87,529,3690.5,11154.25
531,12325,8530,1,3,999,3340.63,13603.98
532,11316,4183,1,51,910,4986.51,10044.21
533,8900,6937,2,63,336,2210.79,11314.08
534,615,9580,1,93,739,1170.38,15810.52
535,10959,9641,1,28,894,774.7,10131.64
537,7435,11461,3,68,1091,3909.47,14647.98
538,14299,3718,4,23,347,3494.8,15711.88
539,471,7503,4,21,823,2569.13,12379.89
540,2286,4765,1,27,463,1914.4,5435.28
541,8150,2418,2,52,760,3036.65,11855.86
542,946,1784,3,49,773,216.9,8228.85
543,8607,10217,4,43,111,3738.95,9440.72
545,6746,5566,1,3,862,2906.26,18424.6
546,576,1967,4,100,225,263.14,9249.43
547,10419,3033,1,59,5,2977.47,11965.76
548,4494,8309,2,69,635,2248.53,19916.12
549,14491,1407,3,37,565,2963.7,17941.24
550,162,13698,4,100,859,1105.84,11522.22
551,6801,5535,3,54,39,875.83,7606.44
552,13782,7477,2,94,321,3888.7,15503.03
553,12242,7571,2,64,506,4478.4,7331.39
554,13755,2696,1,7,1029,4738.52,8343.29
555,201,2269,3,72,691,3910.58,3981.17
556,6851,13289,3,53,81,3273.13,16520.46
557,4406,11533,3,75,899,3123.23,12211.98
558,11655,7979,1,14,604,576.84,6708.56
559,10934,8685,3,65,835,4550.57,3176.21
560,2623,8496,3,25,907,3859.99,12569.7
561,8680,7675,4,11,836,1152.28,12101.52
562,13828,1008,3,58,951,3962.93,10010.16
563,10465,10619,2,100,1057,4622.88,10625.67
564,3929,7686,3,34,399,2582.57,14004.77
565,9969,8200,1,5,814,132.57,16638.31
566,1105,5798,4,27,944,2754.04,19446.12
567,1492,3132,4,99,1077,2689.33,8916.12
568,2272,3621,3,81,983,4191.33,5324.09
569,6986,6858,4,29,909,1083.71,13153.02
570,8620,2578,4,89,899,3909.8,2621.35
571,3015,10878,1,13,875,3871.62,5858.81
572,11985,12301,3,76,26,3107.58,12812.88
573,5002,13535,1,37,38,2519.09,10068.94
574,7815,12481,1,2,550,397.62,1202.67
575,3425,5708,3,13,1022,687.55,15897.68
576,272,6389,1,48,544,1258.64,7044.17
578,1567,1732,1,53,1004,2530.29,3386.06
579,12941,14844,1,15,617,2656.59,7193.34
580,3702,5195,3,51,983,2764.75,16302.93
581,3586,12217,1,2,1084,2779.7,19641.77
582,12996,10604,4,87,125,1315.16,3178.03
583,5953,11373,1,85,982,3858.28,9814.44
584,11933,11665,3,30,488,4471.83,7196.63
585,10685,6088,1,85,488,2353.84,16269.27
586,1537,7321,2,72,1095,2862.6,16432.6
587,12473,14832,3,60,1074,3401.29,1313.81
588,84,3567,2,47,1008,4273.61,12930.27
589,13217,7498,1,79,273,3193.07,6719.26
591,7146,9665,2,50,192,4114.22,18244.07
592,10444,8914,2,64,96,2771.54,14618.17
593,1743,7792,2,49,749,1301.24,16155.65
594,4798,10364,1,71,232,3223.91,16138.66
595,12499,458,4,51,312,2598.6,16810.32
597,4137,9437,1,39,842,858.09,2283.35
598,1820,7668,4,86,158,4439.42,16874.5
599,3430,7369,4,25,33,4673.12,11355.23
600,3688,9018,1,86,744,3254.91,19743.13
601,8804,1252,2,46,698,4214.47,16219.6
602,3836,9336,4,17,426,909.45,2113.71
603,8078,1791,3,95,658,2402.04,6763.66
604,4347,5882,2,56,477,3832.5,17479.04
605,6415,6070,4,73,536,2298.19,2210.59
606,213,6206,3,80,432,3261.69,11475.72
607,2265,14081,1,97,80,935.23,11974.04
608,663,4372,2,19,912,4202.66,11568.2
609,12256,8832,3,26,650,4174.33,15887.65
610,13135,1126,3,69,759,3364.18,3254.89
611,908,5225,4,17,551,4510.44,13983.58
612,5838,1069,4,7,1045,1372.31,12490.37
614,1363,2677,2,2,701,2127.87,7896.6
615,11916,2766,4,39,732,2759.67,7445.06
616,7121,8235,1,100,280,999.69,19552.29
618,3947,12399,2,2,1089,2752.23,19578.19
619,7349,7517,4,81,1070,3461.74,5097.92
620,374,2489,3,43,242,3263.9,4696.09
621,14519,14106,2,68,678,4764.39,5738.94
622,9087,4283,1,100,837,267.39,12734.98
624,6398,3621,1,95,651,1368.18,4365.9
625,2393,11269,2,77,946,4691.43,5016.68
