AccountID,CustomerID,AccountType,AccountStatus,OpenDate,CloseDate
139,9984,Savings,Active,2024-03-02,2024-11-11
140,3087,Checking,Dormant,2020-01-11,2024-11-11
141,2149,Savings,Active,2017-05-24,2024-11-11
142,2059,Savings,Active,2023-01-24,2024-11-11
143,6266,Checking,Dormant,2018-11-15,
144,4279,Checking,Dormant,2015-10-03,2024-11-11
145,7033,Savings,Dormant,2021-07-14,2024-11-11
146,3510,Savings,Dormant,2022-07-07,2024-11-11
147,7417,Checking,Dormant,2018-02-28,2024-11-11
148,1337,Checking,Dormant,2018-04-25,2024-11-11
149,5664,Checking,Dormant,2015-01-05,2024-11-11
150,5135,Checking,Dormant,2024-09-13,2024-11-11
151,667,Savings,Active,2022-03-22,2024-11-11
152,13617,Savings,Active,2019-01-18,
153,707,Checking,Active,2014-11-18,2024-11-11
154,14401,Savings,Active,2024-07-09,2024-11-11
155,10175,Checking,Active,2020-04-04,2024-11-11
156,14554,Savings,Active,2016-07-06,2024-11-11
157,5763,Savings,Dormant,2016-12-17,2024-11-11
158,12469,Savings,Dormant,2023-12-31,2024-11-11
159,11074,Checking,Active,2024-01-07,2024-11-11
160,4571,Savings,Dormant,2020-11-25,2024-11-11
161,2111,Checking,Active,2022-10-10,2024-11-11
162,13215,Checking,Active,2018-11-24,2024-11-11
163,13845,Checking,Dormant,2019-01-07,2024-11-11
164,7560,Checking,Active,2016-09-28,2024-11-11
165,7242,Checking,Dormant,2023-05-28,2024-11-11
166,14249,Checking,Dormant,2015-10-18,2024-11-11
167,5608,Checking,Active,2017-04-29,2024-11-11
168,10122,Checking,Dormant,2024-05-26,
169,10559,Checking,Dormant,2022-01-07,2024-11-11
170,2509,Savings,Active,2024-08-28,
171,7265,Savings,Active,2023-02-11,2024-11-11
172,8084,Savings,Dormant,2019-07-01,2024-11-11
173,13922,Checking,Dormant,2020-04-26,2024-11-11
174,14601,Savings,Dormant,2021-07-07,2024-11-11
175,13377,Savings,Dormant,2018-07-18,2024-11-11
176,2667,Checking,Active,2016-12-06,
177,3540,Savings,Active,2015-10-05,2024-11-11
178,12581,Checking,Dormant,2022-05-21,2024-11-11
179,10784,Checking,Dormant,2019-10-20,2024-11-11
180,2206,Checking,Active,2020-10-01,2024-11-11
181,10893,Savings,Active,2017-07-10,2024-11-11
182,10798,Savings,Active,2015-03-06,2024-11-11
183,12013,Checking,Active,2020-10-06,2024-11-11
184,5649,Savings,Active,2021-04-04,2024-11-11
185,1421,Savings,Active,2018-02-22,2024-11-11
186,7151,Checking,Dormant,2015-05-03,2024-11-11
187,1070,Savings,Active,2020-12-30,2024-11-11
188,7847,Checking,Active,2023-08-24,2024-11-11
189,8879,Checking,Dormant,2017-02-19,2024-11-11
190,9087,Savings,Active,2018-02-18,2024-11-11
191,11435,Savings,Dormant,2021-02-03,2024-11-11
192,10329,Checking,Active,2023-10-15,2024-11-11
193,13552,Checking,Active,2015-04-27,2024-11-11
194,6532,Savings,Active,2017-11-01,2024-11-11
195,6934,Checking,Dormant,2024-11-04,2024-11-11
196,3186,Savings,Active,2018-01-18,2024-11-11
197,14828,Savings,Dormant,2020-06-06,2024-11-11
198,9312,Savings,Active,2022-10-30,2024-11-11
199,13225,Checking,Dormant,2019-03-23,2024-11-11
200,7638,Checking,Dormant,2023-02-24,2024-11-11
201,8048,Checking,Active,2017-07-23,2024-11-11
202,12318,Checking,Active,2021-04-26,2024-11-11
203,12185,Checking,Active,2018-04-23,2024-11-11
204,8636,Savings,Active,2016-04-09,2024-11-11
205,3121,Checking,Active,2015-09-04,2024-11-11
206,8696,Checking,Dormant,2023-01-24,2024-11-11
207,897,Checking,Active,2017-08-10,2024-11-11
208,4534,Checking,Active,2015-11-24,2024-11-11
209,10435,Savings,Dormant,2023-07-04,2024-11-11
210,5287,Checking,Dormant,2024-11-09,2024-11-11
211,14635,Checking,Active,2018-12-13,2024-11-11
212,9659,Savings,Active,2018-05-13,2024-11-11
213,14747,Savings,Active,2020-03-12,2024-11-11
214,420,Savings,Dormant,2022-09-10,2024-11-11
215,5749,Checking,Dormant,2020-02-04,2024-11-11
216,12435,Checking,Dormant,2015-10-13,2024-11-11
217,13940,Checking,Active,2020-02-02,2024-11-11
218,4790,Savings,Dormant,2021-08-10,2024-11-11
219,11191,Savings,Dormant,2023-02-06,2024-11-11
220,1470,Checking,Active,2015-01-21,2024-11-11
221,9226,Checking,Active,2017-10-23,2024-11-11
222,1302,Savings,Active,2019-08-15,
223,12904,Savings,Dormant,2015-09-08,2024-11-11
224,7209,Savings,Dormant,2016-04-23,2024-11-11
225,14417,Savings,Dormant,2017-01-20,2024-11-11
226,13487,Checking,Dormant,2020-04-16,2024-11-11
227,4738,Savings,Active,2015-07-20,2024-11-11
228,5117,Checking,Active,2018-08-26,2024-11-11
229,10845,Savings,Active,2015-12-04,2024-11-11
230,9813,Savings,Active,2019-03-17,2024-11-11
231,14733,Savings,Dormant,2016-01-26,2024-11-11
232,4145,Checking,Dormant,2024-06-19,
233,14993,Checking,Active,2019-03-25,
234,7222,Checking,Active,2014-12-20,2024-11-11
235,279,Checking,Active,2020-02-11,2024-11-11
236,9497,Checking,Active,2017-01-23,2024-11-11
237,9036,Savings,Dormant,2017-02-05,2024-11-11
238,586,Checking,Dormant,2018-01-10,2024-11-11
239,8483,Checking,Active,2022-02-20,2024-11-11
240,4291,Savings,Dormant,2016-02-11,2024-11-11
241,5904,Savings,Active,2017-10-21,2024-11-11
242,9955,Savings,Dormant,2020-03-09,2024-11-11
243,11688,Savings,Active,2019-11-03,2024-11-11
244,11179,Checking,Dormant,2021-12-26,2024-11-11
245,2622,Checking,Dormant,2015-03-06,2024-11-11
246,13258,Checking,Active,2019-07-27,2024-11-11
247,2702,Checking,Dormant,2020-07-22,2024-11-11
248,5129,Savings,Dormant,2022-06-14,2024-11-11
249,10832,Checking,Dormant,2016-09-01,2024-11-11
250,12935,Checking,Active,2020-05-05,
251,3859,Savings,Dormant,2018-01-21,2024-11-11
252,14190,Checking,Active,2024-10-08,
253,4185,Savings,Dormant,2017-05-03,2024-11-11
254,7692,Checking,Dormant,2015-03-20,2024-11-11
255,13508,Savings,Dormant,2020-05-23,2024-11-11
256,13242,Checking,Dormant,2015-10-17,
257,9870,Savings,Active,2018-12-06,2024-11-11
258,9030,Checking,Dormant,2021-06-18,2024-11-11
259,3620,Savings,Dormant,2024-04-07,2024-11-11
260,13793,Checking,Dormant,2015-01-07,2024-11-11
261,12691,Checking,Active,2015-09-06,2024-11-11
262,6796,Savings,Dormant,2016-07-17,2024-11-11
263,3324,Checking,Active,2024-04-17,2024-11-11
264,7703,Savings,Active,2017-03-17,2024-11-11
265,9502,Checking,Dormant,2024-09-21,2024-11-11
266,12396,Savings,Active,2018-08-07,2024-11-11
267,1893,Savings,Active,2024-03-23,2024-11-11
268,122,Savings,Dormant,2024-09-08,2024-11-11
269,9823,Checking,Dormant,2018-06-29,2024-11-11
270,9909,Checking,Dormant,2022-12-03,2024-11-11
271,14721,Checking,Active,2023-11-29,2024-11-11
272,10767,Checking,Active,2017-01-30,2024-11-11
273,9714,Checking,Dormant,2022-03-12,2024-11-11
274,10436,Checking,Dormant,2016-11-28,2024-11-11
275,4904,Checking,Active,2022-06-11,2024-11-11
276,2833,Savings,Dormant,2016-09-16,2024-11-11
277,14800,Checking,Dormant,2023-11-17,2024-11-11
278,1781,Savings,Active,2020-12-27,2024-11-11
279,8838,Savings,Active,2022-07-29,
280,14900,Checking,Active,2020-05-18,2024-11-11
281,11617,Checking,Active,2024-03-12,2024-11-11
282,4834,Savings,Active,2023-05-12,
283,4992,Savings,Dormant,2015-08-20,2024-11-11
284,10697,Checking,Active,2018-01-25,2024-11-11
285,9268,Savings,Dormant,2018-11-20,2024-11-11
286,7686,Savings,Active,2018-10-27,2024-11-11
287,14438,Checking,Active,2017-05-19,2024-11-11
288,6411,Checking,Active,2020-05-05,2024-11-11
289,10438,Savings,Active,2017-07-05,2024-11-11
290,5490,Checking,Dormant,2016-12-08,2024-11-11
291,4960,Savings,Dormant,2024-08-10,2024-11-11
292,11997,Savings,Dormant,2019-06-27,2024-11-11
293,6621,Savings,Dormant,2022-01-14,2024-11-11
294,13,Checking,Dormant,2019-06-22,2024-11-11
295,3437,Checking,Dormant,2022-03-02,2024-11-11
296,14537,Savings,Dormant,2020-05-25,2024-11-11
297,6315,Checking,Dormant,2023-07-31,2024-11-11
298,9261,Savings,Dormant,2022-03-14,2024-11-11
299,12400,Savings,Active,2019-01-18,2024-11-11
300,10278,Savings,Dormant,2015-09-24,2024-11-11
301,5263,Savings,Dormant,2016-07-28,2024-11-11
302,3101,Savings,Dormant,2018-11-20,2024-11-11
303,2703,Savings,Active,2020-11-10,2024-11-11
304,12705,Checking,Active,2018-11-06,2024-11-11
305,12628,Checking,Dormant,2016-12-29,2024-11-11
306,7828,Checking,Active,2024-06-09,2024-11-11
307,735,Checking,Dormant,2019-09-14,2024-11-11
308,10398,Checking,Active,2022-10-31,
309,9716,Checking,Active,2023-12-11,2024-11-11
310,12054,Checking,Dormant,2024-08-01,2024-11-11
311,14747,Checking,Dormant,2016-10-03,2024-11-11
312,869,Checking,Dormant,2023-06-20,2024-11-11
313,7769,Savings,Active,2019-02-25,
314,11541,Checking,Dormant,2017-08-31,2024-11-11
315,12838,Checking,Active,2024-10-22,2024-11-11
316,8098,Savings,Active,2024-10-03,2024-11-11
317,12495,Checking,Active,2018-06-23,2024-11-11
318,9640,Checking,Active,2016-01-22,2024-11-11
319,1592,Savings,Active,2022-04-09,2024-11-11
320,2927,Savings,Active,2018-09-12,2024-11-11
321,3174,Checking,Dormant,2018-01-19,2024-11-11
322,14779,Savings,Active,2021-09-21,2024-11-11
323,2224,Checking,Active,2021-12-27,2024-11-11
324,7708,Checking,Dormant,2019-12-27,
325,12940,Checking,Active,2021-07-03,2024-11-11
326,948,Checking,Dormant,2020-09-09,2024-11-11
327,12562,Checking,Active,2022-01-15,2024-11-11
328,9234,Checking,Active,2024-02-10,2024-11-11
329,11522,Checking,Active,2019-05-26,2024-11-11
330,7763,Savings,Dormant,2024-07-11,2024-11-11
331,14310,Savings,Dormant,2024-08-25,
332,4080,Checking,Active,2019-05-13,2024-11-11
333,4053,Checking,Active,2022-05-26,2024-11-11
334,5483,Checking,Active,2016-08-08,2024-11-11
335,1469,Savings,Active,2020-02-02,2024-11-11
336,3835,Checking,Dormant,2016-08-12,2024-11-11
337,7677,Checking,Dormant,2018-09-07,2024-11-11
338,3078,Savings,Active,2024-08-25,2024-11-11
339,5570,Checking,Dormant,2022-02-04,2024-11-11
340,4649,Savings,Dormant,2022-12-15,2024-11-11
341,6334,Checking,Active,2020-05-25,2024-11-11
342,4019,Checking,Active,2024-08-10,2024-11-11
343,7801,Checking,Active,2019-09-15,2024-11-11
344,5913,Savings,Dormant,2017-09-21,2024-11-11
345,1578,Checking,Active,2024-04-04,2024-11-11
346,454,Checking,Dormant,2017-06-29,2024-11-11
347,14925,Checking,Active,2015-07-18,2024-11-11
348,13062,Checking,Dormant,2022-01-08,2024-11-11
349,3182,Savings,Active,2017-04-25,
350,6133,Checking,Active,2021-09-29,2024-11-11
351,5329,Savings,Active,2021-05-28,2024-11-11
352,7250,Savings,Dormant,2016-01-22,2024-11-11
353,6692,Savings,Dormant,2023-12-18,2024-11-11
354,5528,Savings,Active,2018-01-01,
355,13116,Savings,Active,2024-09-03,2024-11-11
356,14861,Checking,Active,2018-06-08,2024-11-11
357,14394,Savings,Dormant,2015-11-18,2024-11-11
358,7448,Savings,Active,2017-12-01,2024-11-11
359,1495,Savings,Dormant,2023-09-15,2024-11-11
360,3432,Savings,Active,2023-08-07,2024-11-11
361,14767,Savings,Dormant,2022-09-29,2024-11-11
362,1860,Savings,Active,2018-11-28,2024-11-11
363,11757,Checking,Active,2021-01-21,2024-11-11
364,8523,Savings,Dormant,2020-07-23,2024-11-11
365,3131,Savings,Dormant,2016-01-04,2024-11-11
366,14620,Savings,Active,2024-07-30,2024-11-11
367,9645,Savings,Dormant,2019-12-01,2024-11-11
368,3052,Checking,Dormant,2024-10-15,2024-11-11
369,2845,Checking,Dormant,2017-12-17,2024-11-11
370,14732,Savings,Active,2021-09-15,2024-11-11
371,4207,Checking,Active,2015-07-11,2024-11-11
372,19,Savings,Active,2017-04-23,2024-11-11
373,4359,Checking,Active,2022-05-28,2024-11-11
374,10687,Savings,Dormant,2018-06-11,2024-11-11
375,12800,Checking,Active,2017-01-10,2024-11-11
376,9737,Savings,Dormant,2016-12-07,
377,10292,Checking,Active,2016-01-02,2024-11-11
378,14523,Checking,Dormant,2022-10-14,2024-11-11
379,2943,Checking,Active,2022-11-22,2024-11-11
380,1006,Checking,Active,2016-04-17,2024-11-11
381,12577,Savings,Dormant,2022-03-02,2024-11-11
382,14240,Savings,Dormant,2018-11-10,2024-11-11
383,1067,Savings,Active,2024-02-16,2024-11-11
384,1428,Checking,Dormant,2019-10-06,2024-11-11
385,822,Savings,Active,2016-07-10,2024-11-11
386,7242,Checking,Active,2020-04-14,2024-11-11
387,3563,Savings,Active,2018-09-04,2024-11-11
388,14616,Savings,Dormant,2022-05-30,2024-11-11
389,14343,Checking,Dormant,2015-04-07,2024-11-11
390,14623,Savings,Active,2024-10-03,2024-11-11
391,5742,Savings,Dormant,2019-02-13,2024-11-11
392,12808,Savings,Dormant,2016-12-20,2024-11-11
393,9455,Checking,Dormant,2017-10-28,2024-11-11
394,10707,Savings,Dormant,2024-06-29,2024-11-11
395,8920,Savings,Active,2017-04-14,2024-11-11
396,3691,Savings,Dormant,2019-04-24,2024-11-11
397,11631,Savings,Dormant,2016-01-30,2024-11-11
398,77,Savings,Dormant,2018-03-07,2024-11-11
399,14371,Checking,Active,2016-06-04,2024-11-11
400,12903,Savings,Dormant,2023-08-24,2024-11-11
401,7754,Savings,Dormant,2023-10-14,2024-11-11
402,13593,Checking,Active,2021-12-16,2024-11-11
403,5893,Checking,Dormant,2019-12-17,2024-11-11
404,13154,Savings,Dormant,2024-09-06,2024-11-11
405,2187,Savings,Active,2015-09-11,2024-11-11
406,2560,Savings,Dormant,2017-03-14,2024-11-11
407,397,Checking,Active,2018-08-30,2024-11-11
408,13850,Savings,Active,2024-09-09,2024-11-11
409,2547,Savings,Dormant,2021-11-18,2024-11-11
410,3313,Savings,Dormant,2020-01-25,2024-11-11
411,7770,Checking,Dormant,2023-01-08,2024-11-11
412,9160,Checking,Dormant,2016-05-17,2024-11-11
413,12690,Savings,Dormant,2017-03-24,2024-11-11
414,14993,Checking,Active,2024-02-03,
415,13715,Savings,Dormant,2023-08-17,2024-11-11
416,8979,Savings,Active,2016-01-20,2024-11-11
417,3041,Savings,Active,2020-07-06,2024-11-11
418,6624,Savings,Active,2015-11-20,2024-11-11
419,9364,Savings,Active,2016-05-27,2024-11-11
420,2743,Savings,Active,2022-09-21,2024-11-11
421,8818,Savings,Dormant,2020-01-29,2024-11-11
422,3884,Savings,Active,2023-12-30,2024-11-11
423,3967,Checking,Dormant,2022-12-01,2024-11-11
424,10046,Checking,Dormant,2024-09-01,2024-11-11
425,12804,Savings,Dormant,2023-07-17,2024-11-11
426,530,Checking,Active,2017-04-14,2024-11-11
427,12014,Checking,Active,2021-04-13,2024-11-11
428,8104,Checking,Active,2018-09-18,2024-11-11
429,8224,Savings,Dormant,2024-03-21,2024-11-11
430,11512,Savings,Active,2019-03-08,2024-11-11
431,9850,Savings,Dormant,2016-01-17,2024-11-11
432,906,Checking,Active,2024-10-31,2024-11-11
433,5575,Checking,Active,2016-05-22,
434,5665,Savings,Active,2018-09-13,2024-11-11
435,13680,Savings,Dormant,2019-11-12,2024-11-11
436,12318,Savings,Dormant,2018-05-02,2024-11-11
437,1717,Savings,Active,2018-11-11,2024-11-11
438,10495,Checking,Dormant,2019-04-20,2024-11-11
439,10281,Checking,Active,2017-04-05,2024-11-11
440,11364,Savings,Dormant,2015-03-29,2024-11-11
441,14371,Savings,Dormant,2023-04-16,2024-11-11
442,9853,Savings,Dormant,2024-04-10,2024-11-11
443,12213,Savings,Dormant,2021-12-05,2024-11-11
444,13428,Savings,Active,2016-12-26,2024-11-11
445,6061,Savings,Active,2023-06-27,
446,5716,Savings,Dormant,2021-05-01,
447,1629,Savings,Dormant,2015-04-23,2024-11-11
448,10423,Savings,Dormant,2016-11-05,2024-11-11
449,565,Savings,Active,2024-03-22,
450,1907,Checking,Dormant,2023-11-22,2024-11-11
451,12419,Savings,Dormant,2024-10-26,
452,5243,Checking,Active,2018-08-12,2024-11-11
453,11626,Savings,Active,2019-07-04,2024-11-11
454,5623,Savings,Active,2020-01-19,2024-11-11
455,13360,Checking,Dormant,2022-02-19,2024-11-11
456,4380,Checking,Dormant,2016-05-21,2024-11-11
457,5416,Checking,Dormant,2017-01-23,2024-11-11
458,11599,Checking,Dormant,2015-05-03,
459,12682,Checking,Active,2023-08-15,
460,4609,Savings,Dormant,2018-08-04,2024-11-11
461,1683,Savings,Dormant,2018-10-12,2024-11-11
462,6645,Savings,Dormant,2023-03-06,2024-11-11
463,9495,Checking,Active,2021-07-01,2024-11-11
464,2649,Savings,Dormant,2014-11-22,2024-11-11
465,9715,Savings,Dormant,2020-03-10,2024-11-11
466,4871,Checking,Active,2017-11-30,2024-11-11
467,6724,Checking,Dormant,2017-04-17,2024-11-11
468,3248,Savings,Active,2018-02-26,2024-11-11
469,10367,Checking,Active,2016-11-09,2024-11-11
470,2119,Savings,Dormant,2019-11-06,2024-11-11
471,5138,Checking,Dormant,2019-10-17,2024-11-11
472,113,Savings,Active,2022-01-16,
473,2228,Savings,Dormant,2016-08-31,2024-11-11
474,5992,Savings,Active,2021-11-01,
475,7758,Savings,Active,2020-08-16,2024-11-11
476,2236,Checking,Dormant,2022-09-25,2024-11-11
477,2662,Checking,Dormant,2018-07-26,2024-11-11
478,5180,Savings,Dormant,2018-08-09,2024-11-11
479,886,Savings,Active,2015-09-26,2024-11-11
480,13874,Savings,Active,2017-07-25,2024-11-11
481,8276,Savings,Dormant,2021-06-27,2024-11-11
482,9682,Checking,Dormant,2022-04-11,2024-11-11
483,7097,Checking,Dormant,2022-10-10,2024-11-11
484,3647,Checking,Active,2020-12-30,2024-11-11
485,7827,Checking,Dormant,2015-12-01,2024-11-11
486,11064,Checking,Dormant,2017-10-14,2024-11-11
487,13473,Savings,Active,2022-09-20,2024-11-11
488,3538,Checking,Dormant,2015-11-15,2024-11-11
489,11276,Savings,Active,2024-04-25,2024-11-11
490,12495,Savings,Dormant,2016-11-03,2024-11-11
491,9645,Checking,Dormant,2022-10-29,2024-11-11
492,11560,Checking,Active,2018-12-09,2024-11-11
493,5288,Checking,Dormant,2023-08-31,
494,1201,Savings,Dormant,2019-06-07,2024-11-11
495,1824,Checking,Active,2021-08-13,2024-11-11
496,13726,Checking,Dormant,2015-05-01,2024-11-11
497,14373,Savings,Active,2020-08-16,2024-11-11
498,7014,Savings,Dormant,2015-10-28,2024-11-11
499,7348,Checking,Dormant,2024-10-27,2024-11-11
500,11338,Savings,Active,2020-03-05,2024-11-11
501,9651,Savings,Active,2023-05-05,2024-11-11
502,3797,Checking,Dormant,2023-08-25,2024-11-11
503,8456,Savings,Dormant,2016-09-04,
504,8570,Checking,Dormant,2020-02-14,2024-11-11
505,14321,Savings,Dormant,2020-01-31,2024-11-11
506,13979,Checking,Active,2018-02-13,2024-11-11
507,4063,Checking,Active,2023-01-14,2024-11-11
508,5289,Savings,Active,2018-10-21,2024-11-11
509,13183,Savings,Dormant,2022-03-01,2024-11-11
510,2076,Savings,Active,2021-07-19,2024-11-11
511,5605,Checking,Active,2022-04-29,2024-11-11
512,4455,Checking,Dormant,2016-01-04,2024-11-11
513,8341,Checking,Active,2016-03-30,
514,7882,Savings,Active,2020-05-16,2024-11-11
515,11377,Checking,Active,2024-04-02,2024-11-11
516,8939,Checking,Dormant,2017-04-18,2024-11-11
517,13408,Savings,Active,2020-02-18,2024-11-11
518,13558,Checking,Dormant,2022-05-12,2024-11-11
519,3111,Checking,Active,2019-08-20,2024-11-11
520,7797,Checking,Dormant,2014-12-13,2024-11-11
521,432,Checking,Active,2022-05-01,2024-11-11
522,11869,Savings,Dormant,2014-12-17,2024-11-11
523,12361,Savings,Dormant,2020-03-17,2024-11-11
524,14601,Savings,Active,2022-05-06,2024-11-11
525,13583,Savings,Dormant,2017-09-25,2024-11-11
526,14965,Savings,Dormant,2015-10-31,2024-11-11
527,7797,Checking,Dormant,2015-08-05,2024-11-11
